student_id,detected_language,attempt_num,raw_path,status
B00906607,empty,1,problem3_bonus/raw/B00906607.txt,empty
B00993732,empty,1,problem3_bonus/raw/B00993732.txt,empty
B01006183,pseudocode,1,problem3_bonus/raw/B01006183.txt,pseudocode
B01019743,empty,1,problem3_bonus/raw/B01019743.txt,empty
B01042677,python,1,problem3_bonus/raw/B01042677.txt,repaired
B01043907,empty,1,problem3_bonus/raw/B01043907.txt,empty
B01046152,empty,1,problem3_bonus/raw/B01046152.txt,empty
B01050731,pseudocode,1,problem3_bonus/raw/B01050731.txt,pseudocode
B01055680,empty,1,problem3_bonus/raw/B01055680.txt,empty
B01060013,python,1,problem3_bonus/raw/B01060013.txt,repaired
B01061084,empty,1,problem3_bonus/raw/B01061084.txt,empty
B01061183,empty,1,problem3_bonus/raw/B01061183.txt,empty
B01061829,python,1,problem3_bonus/raw/B01061829.txt,needs-manual-review
B01061839,empty,1,problem3_bonus/raw/B01061839.txt,empty
B01062056,empty,1,problem3_bonus/raw/B01062056.txt,empty
B01062784,empty,1,problem3_bonus/raw/B01062784.txt,empty
B01063375,empty,1,problem3_bonus/raw/B01063375.txt,empty
B01063628,empty,1,problem3_bonus/raw/B01063628.txt,empty
B01069659,empty,1,problem3_bonus/raw/B01069659.txt,empty
B01072737,empty,1,problem3_bonus/raw/B01072737.txt,empty
B01072761,empty,1,problem3_bonus/raw/B01072761.txt,empty
B01073119,empty,1,problem3_bonus/raw/B01073119.txt,empty
B01074478,empty,1,problem3_bonus/raw/B01074478.txt,empty
B01074783,python,1,problem3_bonus/raw/B01074783.txt,repaired
B01074900,java,1,problem3_bonus/raw/B01074900.txt,needs-manual-review
B01075554,empty,1,problem3_bonus/raw/B01075554.txt,empty
B01077623,python,1,problem3_bonus/raw/B01077623.txt,repaired
B01077715,python,2,problem3_bonus/raw/B01077715.txt,needs-manual-review
B01077893,empty,1,problem3_bonus/raw/B01077893.txt,empty
B01077946,empty,1,problem3_bonus/raw/B01077946.txt,empty
B01084139,empty,1,problem3_bonus/raw/B01084139.txt,empty
B01084354,empty,1,problem3_bonus/raw/B01084354.txt,empty
B01090335,empty,1,problem3_bonus/raw/B01090335.txt,empty
B01092729,empty,1,problem3_bonus/raw/B01092729.txt,empty
B01093996,empty,1,problem3_bonus/raw/B01093996.txt,empty
B01095016,empty,1,problem3_bonus/raw/B01095016.txt,empty
B01096960,empty,1,problem3_bonus/raw/B01096960.txt,empty
B01097725,pseudocode,1,problem3_bonus/raw/B01097725.txt,pseudocode
B01109304,empty,1,problem3_bonus/raw/B01109304.txt,empty
B01111528,empty,1,problem3_bonus/raw/B01111528.txt,empty
B01121023,python,1,problem3_bonus/raw/B01121023.txt,repaired
B01121801,empty,1,problem3_bonus/raw/B01121801.txt,empty
B01123621,empty,1,problem3_bonus/raw/B01123621.txt,empty
B01125201,python,1,problem3_bonus/raw/B01125201.txt,repaired
B01126505,empty,1,problem3_bonus/raw/B01126505.txt,empty
B01126541,pseudocode,2,problem3_bonus/raw/B01126541.txt,pseudocode
B01126559,python,1,problem3_bonus/raw/B01126559.txt,needs-manual-review
B01129735,python,1,problem3_bonus/raw/B01129735.txt,repaired
B01131708,empty,1,problem3_bonus/raw/B01131708.txt,empty
B01132267,empty,1,problem3_bonus/raw/B01132267.txt,empty
B01132822,python,1,problem3_bonus/raw/B01132822.txt,needs-manual-review
B01132918,java,1,problem3_bonus/raw/B01132918.txt,needs-manual-review
B01133126,empty,1,problem3_bonus/raw/B01133126.txt,empty
B01137729,python,1,problem3_bonus/raw/B01137729.txt,repaired
B01137834,pseudocode,1,problem3_bonus/raw/B01137834.txt,pseudocode
B01138859,empty,1,problem3_bonus/raw/B01138859.txt,empty
B01140660,python,1,problem3_bonus/raw/B01140660.txt,needs-manual-review
B01142869,python,1,problem3_bonus/raw/B01142869.txt,needs-manual-review
B01143122,python,1,problem3_bonus/raw/B01143122.txt,needs-manual-review
B01143435,empty,1,problem3_bonus/raw/B01143435.txt,empty
B01143466,empty,1,problem3_bonus/raw/B01143466.txt,empty
B01144248,empty,1,problem3_bonus/raw/B01144248.txt,empty
B01144790,empty,1,problem3_bonus/raw/B01144790.txt,empty
B01145039,empty,1,problem3_bonus/raw/B01145039.txt,empty
B01146794,empty,1,problem3_bonus/raw/B01146794.txt,empty
B01150044,pseudocode,1,problem3_bonus/raw/B01150044.txt,pseudocode
B01156268,empty,1,problem3_bonus/raw/B01156268.txt,empty
B01159005,empty,1,problem3_bonus/raw/B01159005.txt,empty
B01163705,empty,2,problem3_bonus/raw/B01163705.txt,empty
B01164020,empty,1,problem3_bonus/raw/B01164020.txt,empty
B01170355,python,1,problem3_bonus/raw/B01170355.txt,needs-manual-review
B01171535,java,1,problem3_bonus/raw/B01171535.txt,needs-manual-review
B01171723,empty,1,problem3_bonus/raw/B01171723.txt,empty
B01172719,python,1,problem3_bonus/raw/B01172719.txt,repaired
